originalCode,typeIndicator,pureCode,pureComment,pureMacro
if (fd >= 1024 || fd < 0) {,0.0,if (fd >= 1024 || fd < 0) {,,
"logMessage(CartDebugLevel, ""cart_read: invalid fd: %d"", fd);",0.0,"logMessage(CartDebugLevel, ""cart_read: invalid fd: %d"", fd);",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
// get fd,0.5,,// get fd,
struct fd *myfd = fd_table + fd;,0.0,struct fd *myfd = fd_table + fd;,,
,0.0,,,
// only read what we have,0.5,,// only read what we have,
"count = min(myfd->size - myfd->pos, count);",0.0,"count = min(myfd->size - myfd->pos, count);",,
,0.0,,,
// check for error,0.5,,// check for error,
if (myfd->state != FD_OPEN) {,0.0,if (myfd->state != FD_OPEN) {,,
"logMessage(CartDebugLevel, ""cart_read: file not open"");",0.0,"logMessage(CartDebugLevel, ""cart_read: file not open"");",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
// current pos,0.5,,// current pos,
int pos = myfd->pos;,0.0,int pos = myfd->pos;,,
// pos become this at the end of read,0.5,,// pos become this at the end of read,
int endpos = pos + count;,0.0,int endpos = pos + count;,,
,0.0,,,
// calculate frame info,0.5,,// calculate frame info,
,0.0,,,
// which frame of the file we are using,0.5,,// which frame of the file we are using,
int frame_idx = pos / CART_FRAME_SIZE;,0.0,int frame_idx = pos / CART_FRAME_SIZE;,,
// position of each frame,0.5,,// position of each frame,
int frame_pos = pos % CART_FRAME_SIZE;,0.0,int frame_pos = pos % CART_FRAME_SIZE;,,
int unread_count = count;,0.0,int unread_count = count;,,
,0.0,,,
// copy data,0.5,,// copy data,
,0.0,,,
// amount of bytes we are copying into buf each time,0.5,,// amount of bytes we are copying into buf each time,
// this is for the first frame,0.5,,// this is for the first frame,
int frame_count;,0.0,int frame_count;,,
struct frame *frame;,0.0,struct frame *frame;,,
// position of buffer buf,0.5,,// position of buffer buf,
int bufpos = 0;,0.0,int bufpos = 0;,,
while (pos < endpos) {,0.0,while (pos < endpos) {,,
frame = myfd->frames + frame_idx;,0.0,frame = myfd->frames + frame_idx;,,
"frame_count = min(CART_FRAME_SIZE - frame_pos, unread_count);",0.0,"frame_count = min(CART_FRAME_SIZE - frame_pos, unread_count);",,
,0.0,,,
"logMessage(CartDebugLevel, ""cart_read: loop: pos: %d frame_idx: %d frame_pos: %d frame_count: %d bufpos: %d"",",0.0,"logMessage(CartDebugLevel, ""cart_read: loop: pos: %d frame_idx: %d frame_pos: %d frame_count: %d bufpos: %d"",",,
"pos, frame_idx, frame_pos, frame_count, bufpos);",0.0,"pos, frame_idx, frame_pos, frame_count, bufpos);",,
,0.0,,,
"if (read_frame(frame, buf, frame_pos, frame_count, bufpos) < 0) {",0.0,"if (read_frame(frame, buf, frame_pos, frame_count, bufpos) < 0) {",,
"logMessage(CartDebugLevel, ""cart_read: read_frame failed"");",0.0,"logMessage(CartDebugLevel, ""cart_read: read_frame failed"");",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
frame_idx++;,0.0,frame_idx++;,,
frame_pos = 0;,0.0,frame_pos = 0;,,
bufpos += frame_count;,0.0,bufpos += frame_count;,,
pos += frame_count;,0.0,pos += frame_count;,,
unread_count -= frame_count;,0.0,unread_count -= frame_count;,,
},0.0,},,
,0.0,,,
// update fd,0.5,,// update fd,
myfd->pos = pos;,0.0,myfd->pos = pos;,,
,0.0,,,
"logMessage(CartDebugLevel, ""cart_read: finished: pos: %d"", pos);",0.0,"logMessage(CartDebugLevel, ""cart_read: finished: pos: %d"", pos);",,
,0.0,,,
// Return successfully,0.5,,// Return successfully,
return (count);,0.0,return (count);,,
},0.0,},,
,0.0,,,
////////////////////////////////////////////////////////////////////////////////,0.5,,////////////////////////////////////////////////////////////////////////////////,
//,0.5,,//,
// Function     : cart_write,0.5,,// Function     : cart_write,
"// Description  : Writes ""count"" bytes to the file handle ""fh"" from the",0.5,,"// Description  : Writes ""count"" bytes to the file handle ""fh"" from the",
"//                buffer  ""buf""",0.5,,"//                buffer  ""buf""",
//,0.5,,//,
// Inputs       : fd - filename of the file to write to,0.5,,// Inputs       : fd - filename of the file to write to,
//                buf - pointer to buffer to write from,0.5,,//                buf - pointer to buffer to write from,
//                count - number of bytes to write,0.5,,//                count - number of bytes to write,
"// Outputs      : bytes written if successful, -1 if failure",0.5,,"// Outputs      : bytes written if successful, -1 if failure",
,0.0,,,
// 1. get file by FD,0.5,,// 1. get file by FD,
// 2. for each frame that is spanned by the portion we are writing:,0.5,,// 2. for each frame that is spanned by the portion we are writing:,
// 3. use WRITE_FRAME to write the portion of the frame that we want by the data,0.5,,// 3. use WRITE_FRAME to write the portion of the frame that we want by the data,
//    in the portion of BUF that we want,0.5,,//    in the portion of BUF that we want,
"int32_t cart_write(int16_t fd, void *buf, int32_t count) {",0.0,"int32_t cart_write(int16_t fd, void *buf, int32_t count) {",,
,0.0,,,
"logMessage(CartDebugLevel, ""cart_write: fd: %d, count: %d"", fd, count);",0.0,"logMessage(CartDebugLevel, ""cart_write: fd: %d, count: %d"", fd, count);",,
,0.0,,,
if (fd >= 1024 || fd < 0) {,0.0,if (fd >= 1024 || fd < 0) {,,
"logMessage(CartDebugLevel, ""cart_write: invalid fd: %d"", fd);",0.0,"logMessage(CartDebugLevel, ""cart_write: invalid fd: %d"", fd);",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
struct fd *myfd = fd_table + fd;,0.0,struct fd *myfd = fd_table + fd;,,
,0.0,,,
if (myfd->state != FD_OPEN) {,0.0,if (myfd->state != FD_OPEN) {,,
"logMessage(CartDebugLevel, ""cart_write: file not open"");",0.0,"logMessage(CartDebugLevel, ""cart_write: file not open"");",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
// current pos,0.5,,// current pos,
int pos = myfd->pos;,0.0,int pos = myfd->pos;,,
// pos become this at the end of read,0.5,,// pos become this at the end of read,
int endpos = pos + count;,0.0,int endpos = pos + count;,,
,0.0,,,
// add enough frames,0.5,,// add enough frames,
int needed_frame_count = endpos / CART_FRAME_SIZE + 1;,0.0,int needed_frame_count = endpos / CART_FRAME_SIZE + 1;,,
int frame_need_to_add = needed_frame_count - myfd->frame_count;,0.0,int frame_need_to_add = needed_frame_count - myfd->frame_count;,,
if (frame_need_to_add > 0) {,0.0,if (frame_need_to_add > 0) {,,
"logMessage(CartDebugLevel, ""cart_write: add_frame: fd: %d count: %d"",",0.0,"logMessage(CartDebugLevel, ""cart_write: add_frame: fd: %d count: %d"",",,
"fd, frame_need_to_add);",0.0,"fd, frame_need_to_add);",,
"if (add_frame(myfd, frame_need_to_add) < 0)",0.0,"if (add_frame(myfd, frame_need_to_add) < 0)",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
// calculate frame info,0.5,,// calculate frame info,
,0.0,,,
// which frame of the file we are using,0.5,,// which frame of the file we are using,
int frame_idx = pos / CART_FRAME_SIZE;,0.0,int frame_idx = pos / CART_FRAME_SIZE;,,
// position of each frame,0.5,,// position of each frame,
int frame_pos = pos % CART_FRAME_SIZE;,0.0,int frame_pos = pos % CART_FRAME_SIZE;,,
int unwritten_count = count;,0.0,int unwritten_count = count;,,
,0.0,,,
// write data,0.5,,// write data,
,0.0,,,
// amount of bytes we are writing into frame each time,0.5,,// amount of bytes we are writing into frame each time,
int frame_count;,0.0,int frame_count;,,
struct frame *frame;,0.0,struct frame *frame;,,
// position of buffer buf,0.5,,// position of buffer buf,
int bufpos = 0;,0.0,int bufpos = 0;,,
while (pos < endpos) {,0.0,while (pos < endpos) {,,
frame = myfd->frames + frame_idx;,0.0,frame = myfd->frames + frame_idx;,,
"frame_count = min(CART_FRAME_SIZE - frame_pos, unwritten_count);",0.0,"frame_count = min(CART_FRAME_SIZE - frame_pos, unwritten_count);",,
,0.0,,,
"logMessage(CartDebugLevel, ""cart_write: loop: pos: %d frame_idx: %d frame_pos: %d frame_count: %d bufpos: %d"",",0.0,"logMessage(CartDebugLevel, ""cart_write: loop: pos: %d frame_idx: %d frame_pos: %d frame_count: %d bufpos: %d"",",,
"pos, frame_idx, frame_pos, frame_count, bufpos);",0.0,"pos, frame_idx, frame_pos, frame_count, bufpos);",,
,0.0,,,
"if (write_frame(frame, buf, frame_pos, frame_count, bufpos) < 0) {",0.0,"if (write_frame(frame, buf, frame_pos, frame_count, bufpos) < 0) {",,
"logMessage(CartDebugLevel, ""cart_write: write_frame failed"");",0.0,"logMessage(CartDebugLevel, ""cart_write: write_frame failed"");",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
frame_idx++;,0.0,frame_idx++;,,
frame_pos = 0;,0.0,frame_pos = 0;,,
bufpos += frame_count;,0.0,bufpos += frame_count;,,
pos += frame_count;,0.0,pos += frame_count;,,
unwritten_count -= frame_count;,0.0,unwritten_count -= frame_count;,,
},0.0,},,
,0.0,,,
// update fd,0.5,,// update fd,
myfd->pos = pos;,0.0,myfd->pos = pos;,,
"myfd->size = max(myfd->size, pos);",0.0,"myfd->size = max(myfd->size, pos);",,
,0.0,,,
"logMessage(CartDebugLevel, ""cart_write: finished: pos: %d size: %d"", myfd->pos, myfd->size);",0.0,"logMessage(CartDebugLevel, ""cart_write: finished: pos: %d size: %d"", myfd->pos, myfd->size);",,
,0.0,,,
// Return successfully,0.5,,// Return successfully,
return (count);,0.0,return (count);,,
},0.0,},,
,0.0,,,
////////////////////////////////////////////////////////////////////////////////,0.5,,////////////////////////////////////////////////////////////////////////////////,
//,0.5,,//,
// Function     : cart_seek,0.5,,// Function     : cart_seek,
// Description  : Seek to specific point in the file,0.5,,// Description  : Seek to specific point in the file,
//,0.5,,//,
// Inputs       : fd - filename of the file to write to,0.5,,// Inputs       : fd - filename of the file to write to,
//                loc - offfset of file in relation to beginning of file,0.5,,//                loc - offfset of file in relation to beginning of file,
"// Outputs      : 0 if successful, -1 if failure",0.5,,"// Outputs      : 0 if successful, -1 if failure",
,0.0,,,
// 1. get the file by FD,0.5,,// 1. get the file by FD,
// 2. change pos to LOC,0.5,,// 2. change pos to LOC,
"int32_t cart_seek(int16_t fd, uint32_t loc) {",0.0,"int32_t cart_seek(int16_t fd, uint32_t loc) {",,
,0.0,,,
if (fd >= 1024 || fd < 0) {,0.0,if (fd >= 1024 || fd < 0) {,,
"logMessage(CartDebugLevel, ""cart_seek: invalid fd: %d"", fd);",0.0,"logMessage(CartDebugLevel, ""cart_seek: invalid fd: %d"", fd);",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
struct fd *myfd = fd_table + fd;,0.0,struct fd *myfd = fd_table + fd;,,
,0.0,,,
if (myfd->state != FD_OPEN) {,0.0,if (myfd->state != FD_OPEN) {,,
"logMessage(CartDebugLevel, ""cart_seek: file not open"");",0.0,"logMessage(CartDebugLevel, ""cart_seek: file not open"");",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
if (loc > myfd->size) {,0.0,if (loc > myfd->size) {,,
"logMessage(CartDebugLevel, ""cart_seek: loc > file size"");",0.0,"logMessage(CartDebugLevel, ""cart_seek: loc > file size"");",,
return -1;,0.0,return -1;,,
},0.0,},,
,0.0,,,
myfd->pos = loc;,0.0,myfd->pos = loc;,,
,0.0,,,
// Return successfully,0.5,,// Return successfully,
return (0);,0.0,return (0);,,
},0.0,},,
