originalCode,typeIndicator,pureCode,pureComment,pureMacro
"if (rio_readlineb(riop, line, MAXLINE) < 0) {",0.0,"if (rio_readlineb(riop, line, MAXLINE) < 0) {",,
"printf(""Failed to read header from remote server\n"");",0.0,"printf(""Failed to read header from remote server\n"");",,
return -1;,0.0,return -1;,,
} else,0.0,} else,,
"printf(""Received response: %s"", line);",0.0,"printf(""Received response: %s"", line);",,
"sprintf(header_buf, ""%s"", line);",0.0,"sprintf(header_buf, ""%s"", line);",,
,0.0,,,
// parse first line,0.5,,// parse first line,
int status_code;,0.0,int status_code;,,
char version[MAXLINE];,0.0,char version[MAXLINE];,,
char status_msg[MAXLINE];,0.0,char status_msg[MAXLINE];,,
"if (sscanf(line, ""%s %d %s\r\n"", version, &status_code, status_msg) < 0) {",0.0,"if (sscanf(line, ""%s %d %s\r\n"", version, &status_code, status_msg) < 0) {",,
"printf(""Parse first line failed\n"");",0.0,"printf(""Parse first line failed\n"");",,
return -1;,0.0,return -1;,,
} else,0.0,} else,,
"printf(""Parse success: %s %d %s\n"", version, status_code, status_msg);",0.0,"printf(""Parse success: %s %d %s\n"", version, status_code, status_msg);",,
if (status_code == 200),0.0,if (status_code == 200),,
*ok = 1;,0.0,*ok = 1;,,
else,0.0,else,,
*ok = 0;,0.0,*ok = 0;,,
,0.0,,,
*content_len = 0;,0.0,*content_len = 0;,,
*has_content_len = 0;,0.0,*has_content_len = 0;,,
size_t count;,0.0,size_t count;,,
// read rest line,0.5,,// read rest line,
while (1) {,0.0,while (1) {,,
// read a line,0.5,,// read a line,
"if ((count = rio_readlineb(riop, line, MAXLINE)) < 0) {",0.0,"if ((count = rio_readlineb(riop, line, MAXLINE)) < 0) {",,
"printf(""Failed to read header from remote server\n"");",0.0,"printf(""Failed to read header from remote server\n"");",,
return -1;,0.0,return -1;,,
},0.0,},,
// write to buffer,0.5,,// write to buffer,
"sprintf(header_buf, ""%s%s"", header_buf, line);",0.0,"sprintf(header_buf, ""%s%s"", header_buf, line);",,
// parse,0.5,,// parse,
"if (strcmp(""\r\n"", line) == 0)",0.0,"if (strcmp(""\r\n"", line) == 0)",,
break;,0.0,break;,,
if (count == 0) {,0.0,if (count == 0) {,,
"printf(""Reached EOF without seeing \\r\\n\n"");",0.0,"printf(""Reached EOF without seeing \\r\\n\n"");",,
return -1;,0.0,return -1;,,
},0.0,},,
"if (strncasecmp(""Content-Length"", line, 14) == 0) {",0.0,"if (strncasecmp(""Content-Length"", line, 14) == 0) {",,
// found,0.5,,// found,
int len;,0.0,int len;,,
"sscanf(line, ""%*[^:]: %d\r\n"", &len);",0.0,"sscanf(line, ""%*[^:]: %d\r\n"", &len);",,
*has_content_len = 1;,0.0,*has_content_len = 1;,,
*content_len = len;,0.0,*content_len = len;,,
},0.0,},,
},0.0,},,
return 0;,0.0,return 0;,,
},0.0,},,
,0.0,,,
/*,1.0,,/*,
"* Read RIOP until EOF, and put content in to a buffer and point",1.0,,"* Read RIOP until EOF, and put content in to a buffer and point",
* BUFP to it.,1.0,,* BUFP to it.,
*,1.0,,*,
"* First allocate a buffer, and repeatly call rio_readnb until EOF, if",1.0,,"* First allocate a buffer, and repeatly call rio_readnb until EOF, if",
"* the content just read exceeds buffer's size, expand buffer to accommodate.",1.0,,"* the content just read exceeds buffer's size, expand buffer to accommodate.",
*/,0.0,*/,,
"size_t read_to_eof(rio_t *riop, char **bufp) {",0.0,"size_t read_to_eof(rio_t *riop, char **bufp) {",,
// tmp buffer,0.5,,// tmp buffer,
char buf[MAXBUF];,0.0,char buf[MAXBUF];,,
// returned buffer,0.5,,// returned buffer,
char *content_buf = malloc(MAXBUF);,0.0,char *content_buf = malloc(MAXBUF);,,
if (content_buf == NULL) {,0.0,if (content_buf == NULL) {,,
"printf(""malloc failed\n"");",0.0,"printf(""malloc failed\n"");",,
return -1;,0.0,return -1;,,
},0.0,},,
// how many bytes read,0.5,,// how many bytes read,
size_t count;,0.0,size_t count;,,
// position of cursor,0.5,,// position of cursor,
size_t pos = 0;,0.0,size_t pos = 0;,,
// position of cursor if we write buf to content_buf,0.5,,// position of cursor if we write buf to content_buf,
size_t newpos;,0.0,size_t newpos;,,
// current size of content_buf,0.5,,// current size of content_buf,
size_t bufsize = 0;,0.0,size_t bufsize = 0;,,
while (1) {,0.0,while (1) {,,
"count = rio_readnb(riop, buf, MAXBUF);",0.0,"count = rio_readnb(riop, buf, MAXBUF);",,
if (count == 0),0.0,if (count == 0),,
break;,0.0,break;,,
else if (count < 0) {,0.0,else if (count < 0) {,,
"printf(""Failed to read from remote server\n"");",0.0,"printf(""Failed to read from remote server\n"");",,
return -1;,0.0,return -1;,,
},0.0,},,
else {,0.0,else {,,
newpos = pos + count;,0.0,newpos = pos + count;,,
if (newpos > bufsize) {,0.0,if (newpos > bufsize) {,,
// need to grow buffer,0.5,,// need to grow buffer,
bufsize += MAXBUF;,0.0,bufsize += MAXBUF;,,
"char *newbuf = realloc(content_buf, bufsize);",0.0,"char *newbuf = realloc(content_buf, bufsize);",,
if (newbuf == NULL) {,0.0,if (newbuf == NULL) {,,
"printf(""Realloc failed\n"");",0.0,"printf(""Realloc failed\n"");",,
free(content_buf);,0.0,free(content_buf);,,
return -1;,0.0,return -1;,,
} else,0.0,} else,,
content_buf = newbuf;,0.0,content_buf = newbuf;,,
},0.0,},,
// copy buf to content_buf,0.5,,// copy buf to content_buf,
"memcpy(content_buf+pos, buf, count);",0.0,"memcpy(content_buf+pos, buf, count);",,
// update pos,0.5,,// update pos,
pos = newpos;,0.0,pos = newpos;,,
},0.0,},,
},0.0,},,
*bufp = content_buf;,0.0,*bufp = content_buf;,,
return pos;,0.0,return pos;,,
},0.0,},,
,0.0,,,
/*,1.0,,/*,
* Read COUNT bytes from RIOP to BUFP.,1.0,,* Read COUNT bytes from RIOP to BUFP.,
*,1.0,,*,
* Simply read into BUFP until bytes_left is 0 or,1.0,,* Simply read into BUFP until bytes_left is 0 or,
* number of bytes read out = 0. And return number of read bytes.,1.0,,* number of bytes read out = 0. And return number of read bytes.,
*/,0.0,*/,,
"size_t read_bytes(rio_t *riop, char* bufp, size_t count) {",0.0,"size_t read_bytes(rio_t *riop, char* bufp, size_t count) {",,
// bytes left to read from remote server,0.5,,// bytes left to read from remote server,
size_t bytes_left = count;,0.0,size_t bytes_left = count;,,
size_t ncount;,0.0,size_t ncount;,,
while (1) {,0.0,while (1) {,,
"ncount = rio_readnb(riop, bufp, bytes_left);",0.0,"ncount = rio_readnb(riop, bufp, bytes_left);",,
bytes_left -= ncount;,0.0,bytes_left -= ncount;,,
if (ncount == 0),0.0,if (ncount == 0),,
break;,0.0,break;,,
else if (ncount < 0) {,0.0,else if (ncount < 0) {,,
"printf(""Read content failed\n"");",0.0,"printf(""Read content failed\n"");",,
return -1;,0.0,return -1;,,
},0.0,},,
},0.0,},,
return count - bytes_left;,0.0,return count - bytes_left;,,
},0.0,},,
,0.0,,,
/*,1.0,,/*,
* Merge two chunks of memory P1 and P2 to gether into a new buffer and,1.0,,* Merge two chunks of memory P1 and P2 to gether into a new buffer and,
"* return the pointer to it. LEN1, LEN2 are the length of P1 and P2.",1.0,,"* return the pointer to it. LEN1, LEN2 are the length of P1 and P2.",
* Doesn鈥檛 P1 and P2 are not freed or anything.,1.0,,* Doesn鈥檛 P1 and P2 are not freed or anything.,
*,1.0,,*,
* Create a new buffer and memcpy p1 and p2 into it.,1.0,,* Create a new buffer and memcpy p1 and p2 into it.,
*/,0.0,*/,,
"char *merge_resp(char *p1, size_t len1, char *p2, size_t len2) {",0.0,"char *merge_resp(char *p1, size_t len1, char *p2, size_t len2) {",,
char *ret_buf = malloc(len1 + len2);,0.0,char *ret_buf = malloc(len1 + len2);,,
if (ret_buf == NULL) {,0.0,if (ret_buf == NULL) {,,
"printf(""malloc failed\n"");",0.0,"printf(""malloc failed\n"");",,
return NULL;,0.0,return NULL;,,
},0.0,},,
"memcpy(ret_buf, p1, len1);",0.0,"memcpy(ret_buf, p1, len1);",,
"memcpy(ret_buf+len1, p2, len2);",0.0,"memcpy(ret_buf+len1, p2, len2);",,
return ret_buf;,0.0,return ret_buf;,,
},0.0,},,
